user_id,REGION,TENURE,MONTANT,FREQUENCE_RECH,REVENUE,ARPU_SEGMENT,FREQUENCE,DATA_VOLUME,ON_NET,ORANGE,TIGO,ZONE1,ZONE2,MRG,REGULARITY,TOP_PACK,FREQ_TOP_PACK,CHURN
003e20d1b5814a77676b239544370a9c3e4f7e97,,F 9-12 month,,,,,,,,,,,,NO,1,,,1
003e228ec4eb8b812ea3f29512b908709060baac,DAKAR,K > 24 month,,,,,,0.0,,,,,,NO,3,,,0
003e229923e8f5af4c0c2072f5b058a556946133,DAKAR,K > 24 month,7500.0,16.0,7488.0,2496.0,19.0,11372.0,31.0,30.0,0.0,,,NO,59,"Data:490F=1GB,7d",11.0,0
003e282acbea942a71f7740c1a9631c6a379f6be,,K > 24 month,,,,,,,,,,,,NO,2,,,1
003e294e368a94e1645a03dbb87505563a3c0c79,LOUGA,K > 24 month,3700.0,12.0,3700.0,1233.0,17.0,,360.0,15.0,37.0,,,NO,58,On net 200F=Unlimited _call24H,10.0,0
003e3bf5d5178cb6956095ded4b8d5375b21bf20,DAKAR,K > 24 month,,,,,,,0.0,,,,,NO,12,,,0
003e41c8401e2bd65cb8d0d8f7232e341438f85f,SAINT-LOUIS,K > 24 month,19300.0,50.0,19347.0,6449.0,56.0,0.0,11327.0,71.0,7.0,1.0,,NO,62,On net 200F=Unlimited _call24H,27.0,0
003e45abf6ada27db35c563cbbde2db9230cc9a9,SAINT-LOUIS,I 18-21 month,1500.0,3.0,1000.0,333.0,4.0,0.0,5.0,46.0,1.0,,,NO,28,Mixt 250F=Unlimited_call24H,1.0,0
003e47d802a3e5d30b9ef60ec42977205fb078fa,,K > 24 month,4100.0,9.0,4101.0,1367.0,11.0,5690.0,,0.0,1.0,,,NO,47,"Data:490F=1GB,7d",8.0,0
003e5aa52424bc7d4fb98ce20cf65cfe9ede1688,DAKAR,K > 24 month,15100.0,42.0,13726.0,4575.0,47.0,,13.0,140.0,62.0,,,NO,58,All-net 500F=1250F_AllNet_1250_Onnet;48h,12.0,0
003e5c9a1caa9be70b4320c4679feb04cbcb1627,,K > 24 month,,,,,,,,,,,,NO,3,,,0
003e5e4d89a0b02c540108486f9fb5edcfec0a28,,K > 24 month,,,103.0,34.0,3.0,,0.0,,1.0,,,NO,7,,,0
003e6372b4c398cdff461bf51bea7d35851a1798,DAKAR,K > 24 month,3500.0,7.0,1749.0,583.0,13.0,0.0,1.0,13.0,,,,NO,31,Mixt 250F=Unlimited_call24H,1.0,0
003e6b6a084b18b4289a855a59d73db1407894fd,DAKAR,K > 24 month,9800.0,17.0,9780.0,3260.0,22.0,7069.0,422.0,258.0,5.0,,0.0,NO,62,All-net 500F=2000F;5d,10.0,0
003e70c61a4d4702c975e4a8f80c3ec81d9f756a,TAMBACOUNDA,K > 24 month,7000.0,14.0,7500.0,2500.0,15.0,,498.0,1.0,,,,NO,59,"On-net 500=4000,10d",13.0,0
003e81aa8711adc09797320b8940ffeaf576cf8f,,K > 24 month,1500.0,3.0,1499.0,500.0,6.0,,32.0,26.0,2.0,,,NO,30,All-net 500F=2000F;5d,2.0,0
003e91f80ca5f812a4554e1ab2e83b13abfcaf56,,K > 24 month,,,,,,,,,,,,NO,6,,,0
003e9eed3709c22b0ed4d471c2b74af3ea724426,THIES,K > 24 month,500.0,3.0,510.0,170.0,3.0,,5.0,1.0,,,,NO,21,,,0
003ea5f581e0fcfd975aa0104048f99f2ab0dbff,,K > 24 month,,,460.0,153.0,5.0,,84.0,,,,,NO,5,On net 200F=Unlimited _call24H,1.0,1
003ea75d1eb5d8f61c02c47df726b175cc389634,,K > 24 month,,,4.0,1.0,1.0,,,,,,,NO,6,,,0
003ea8f090108bed31596ae015b5a605cbe494ab,DAKAR,K > 24 month,10800.0,15.0,11402.0,3801.0,18.0,6277.0,314.0,470.0,16.0,,,NO,58,All-net 600F= 3000F ;5d,9.0,0
003eaaebbd917b8b94fc81817c1b63a670848ca3,KOLDA,K > 24 month,,,,,,,,,,,,NO,1,,,0
003eae9e3e25295ecfb10122166490d77c956a8d,,K > 24 month,,,,,,156.0,0.0,,,,,NO,3,,,1
003ebc42e48ef7fe99149675abf6b2b2d60999f7,LOUGA,K > 24 month,8500.0,12.0,7851.0,2617.0,14.0,0.0,70.0,160.0,1.0,,,NO,49,All-net 500F=2000F;5d,12.0,0
003ecf69865d82c24a33b5db375df8eb87097b7f,,K > 24 month,,,,,,,,,,,,NO,6,,,1
003ed03f88e3d76372aed998c35812899c2a1a64,,K > 24 month,,,,,,,,,,,,NO,5,,,0
003ed3f6ea83a3ece651c8ead706ba831c96c4ce,,K > 24 month,,,,,,,,,,,,NO,3,,,1
003ed9da2b78f974e49e97ad7558aa08cd4ae9b6,DAKAR,K > 24 month,12600.0,21.0,13499.0,4500.0,29.0,1228.0,75.0,245.0,68.0,,,NO,62,All-net 500F =2000F_AllNet_Unlimited,19.0,0
003edd0cf2cc3935f81740b06fff112c8a73af7e,,K > 24 month,,,,,,,,,,,,NO,2,,,0
003ee30e0f6fece8dcd55cf38f2343935ff160b5,,K > 24 month,200.0,1.0,199.0,66.0,3.0,,,1.0,,,,NO,3,IVR Echat_Daily_50F,2.0,0
003ee7d13a4a6be6e5a5d9290e6363f612b05011,,K > 24 month,,,300.0,100.0,1.0,,,,,,,NO,2,,,1
003ef54132d3832d50002455816f553ac04ef5d9,,K > 24 month,9000.0,9.0,9000.0,3000.0,9.0,8737.0,,7.0,0.0,,,NO,46,"Data:1000F=5GB,7d",9.0,1
003efd33d5e6414574a2943a31299b52af602ac3,KAOLACK,K > 24 month,2250.0,8.0,2524.0,841.0,10.0,39.0,570.0,11.0,,,,NO,26,On net 200F=Unlimited _call24H,7.0,0
003f00d1543afb612338026ea24182844c0d2bd1,,K > 24 month,2600.0,11.0,2600.0,867.0,11.0,,5.0,62.0,23.0,,,NO,18,On net 200F=Unlimited _call24H,13.0,0
003f06e2d1c06bc2b8a7c85cb6a7546f52efe2be,DAKAR,K > 24 month,10700.0,25.0,9576.0,3192.0,30.0,6100.0,19.0,40.0,3.0,0.0,,NO,51,IVR Echat_Daily_50F,7.0,0
003f0bb8beb1b4e32355b507467bba5c88a79d3e,,K > 24 month,,,,,,,,,,,,NO,7,,,1
003f18d845a1bd1a7872d37be0113ed872dfa7e9,,K > 24 month,,,,,,,,,,,,NO,1,,,1
003f1aa2ad992d4b5d66f30bf98fa2eb5c326066,DAKAR,K > 24 month,9000.0,17.0,9003.0,3001.0,21.0,14539.0,7.0,20.0,1.0,,,NO,62,"Data:490F=1GB,7d",15.0,0
003f1c1e2a9016c7553871ced61600c48a9c9660,DAKAR,K > 24 month,13350.0,64.0,13649.0,4550.0,68.0,12758.0,6.0,5.0,0.0,,,NO,61,"Data: 100 F=40MB,24H",45.0,0
003f27d9286585d18d7e1c0c1454239203f2b913,,K > 24 month,,,,,,3.0,8.0,3.0,,,,NO,1,,,0
003f37ce67a05085ec34108ff043da2e73b39545,TAMBACOUNDA,K > 24 month,6100.0,10.0,6601.0,2200.0,18.0,51.0,296.0,267.0,2.0,,,NO,55,MIXT:500F= 2500F on net _2500F off net;2d,7.0,0
003f390c1f3787610ed0ab83b554db42ab9b2a41,THIES,K > 24 month,100.0,1.0,117.0,39.0,3.0,,,4.0,,,,NO,12,,,0
003f3939a9d75a853cb181020fbb397efe29fa33,DAKAR,K > 24 month,25500.0,13.0,26502.0,8834.0,33.0,12597.0,1648.0,855.0,61.0,,,NO,62,IVR Echat_Daily_50F,25.0,0
003f3a1b571088054a30057121ca0aa27d37c6c1,DAKAR,K > 24 month,2250.0,5.0,2767.0,922.0,17.0,,26.0,3.0,,14.0,,NO,34,All-net 1000=5000;5d,1.0,0
003f445377ca4dc8c6119e3ad179cca6f7fa1db5,TAMBACOUNDA,K > 24 month,6000.0,27.0,6449.0,2150.0,30.0,,1722.0,189.0,2.0,,,NO,58,On net 200F=Unlimited _call24H,18.0,0
003f45b9241931cc8cc68feb2f85985e8cbf1158,,K > 24 month,1500.0,1.0,1490.0,497.0,1.0,1308.0,5.0,5.0,12.0,,,NO,6,Jokko_Daily,1.0,0
003f4926ce14e70d31213c90759a75072eecc343,KAFFRINE,K > 24 month,600.0,3.0,600.0,200.0,3.0,0.0,11.0,19.0,4.0,,,NO,26,On net 200F=Unlimited _call24H,3.0,0
003f4e7a383ddc1ef78270cfff9f3ca170dc7106,THIES,K > 24 month,1700.0,4.0,1680.0,560.0,4.0,2319.0,,,,,,NO,20,"Data: 100 F=40MB,24H",2.0,0
003f50a9b827086328958ee80a1fc17dece666ff,,K > 24 month,4500.0,9.0,5001.0,1667.0,18.0,1034.0,20.0,129.0,47.0,,,NO,42,Pilot_Youth4_490,7.0,0
003f53509a5c34b5bd4e981522ec0074199d7e0f,,K > 24 month,,,,,,,,,,,,NO,7,,,1
003f560a2a999ffb78bd17f40f051d74d97dce08,FATICK,K > 24 month,950.0,6.0,951.0,317.0,5.0,4.0,10.0,10.0,1.0,,,NO,42,On net 200F=Unlimited _call24H,1.0,0
003f5d4896d4ef79e79e1236e49bfa12b1de6a08,,K > 24 month,700.0,2.0,686.0,229.0,2.0,523.0,13.0,2.0,,,,NO,16,,,0
003f5dcf7aa2f889c89ff0605f1ca2bf6f6dc7f9,,E 6-9 month,,,,,,,,,,,,NO,1,,,1
003f5e2604f8f6f782504c1548593929b6fc2d20,,K > 24 month,500.0,1.0,500.0,167.0,1.0,,28.0,30.0,,,,NO,16,MIXT:500F= 2500F on net _2500F off net;2d,1.0,0
003f60c0a307c8676f8099dcb43feb9181080f19,DAKAR,K > 24 month,1850.0,6.0,1842.0,614.0,6.0,0.0,28.0,1.0,1.0,,,NO,27,VAS(IVR_Radio_Daily),1.0,0
003f67fa8a5a6d0b25e601e838c13d8c0635d3e7,KAOLACK,K > 24 month,19000.0,30.0,19188.0,6396.0,39.0,7483.0,183.0,335.0,15.0,8.0,,NO,62,All-net 500F=2000F;5d,23.0,0
003f6bebe2a58c62a300e951040f389308835dea,,J 21-24 month,,,,,,,,,,,,NO,2,,,1
003f71ae59080abacabd0a4e16e9dfb93e93569e,DAKAR,K > 24 month,12500.0,25.0,12999.0,4333.0,26.0,1247.0,64.0,331.0,29.0,,,NO,62,All-net 500F=2000F;5d,24.0,0
003f7725859896066eccb64f2754403d2ab13882,DAKAR,K > 24 month,5500.0,3.0,5490.0,1830.0,3.0,10337.0,9.0,46.0,5.0,,,NO,26,"Data:1000F=2GB,30d",1.0,0
003f7ac95bd6dec7b89442c7b93251be4075e1bb,DIOURBEL,K > 24 month,3500.0,4.0,3499.0,1166.0,5.0,1391.0,0.0,319.0,4.0,,,NO,36,Jokko_Daily,2.0,0
003f7ae845916b988ea3223235ff2a9eff4aab8a,DAKAR,K > 24 month,6500.0,10.0,6492.0,2164.0,15.0,3700.0,7.0,26.0,15.0,,,NO,56,"Data:490F=1GB,7d",9.0,0
003f8375705ef6fb7169ece970583815f693436b,DAKAR,K > 24 month,500.0,1.0,444.0,148.0,3.0,16.0,0.0,9.0,,,,NO,11,,,0
003f843ceb16235553fc24d2f4b6e2b008ed7c54,DAKAR,K > 24 month,1350.0,9.0,1338.0,446.0,10.0,,9.0,5.0,,,,NO,19,VAS(IVR_Radio_Daily),2.0,0
003f885b1199764158b0d3b35f272784bae2d925,,K > 24 month,600.0,4.0,722.0,241.0,9.0,656.0,5.0,10.0,2.0,,,NO,25,,,0
003f8a0170ad69111aa05d6f03c8e322893f4861,DAKAR,K > 24 month,1000.0,2.0,1000.0,333.0,3.0,,69.0,100.0,3.0,,,NO,8,Mixt 250F=Unlimited_call24H,1.0,0
003f8ba2e0128f647d37bb4688c8d97d18bf72f8,,K > 24 month,3000.0,6.0,4000.0,1333.0,7.0,2.0,14.0,61.0,17.0,0.0,,NO,16,All-net 500F=2000F;5d,8.0,0
003f8ec2ce1e5bd12ffd18dfea96d60ed328fdb3,DAKAR,K > 24 month,18000.0,36.0,23500.0,7833.0,33.0,,56.0,11.0,0.0,,,NO,56,All-net 500F=2000F;5d,41.0,0
003f94fc2b341903c2a60ac2ed2aa1860c52283e,THIES,K > 24 month,1900.0,4.0,1900.0,633.0,4.0,626.0,55.0,35.0,,,,NO,20,All-net 500F=2000F;5d,2.0,0
003fa55894b7b9ccf3d270ceb66fa0036fadeb09,MATAM,K > 24 month,,,67.0,22.0,1.0,,,1.0,,,,NO,3,,,0
003fb8cc02450eb4d44ac9a9c11b7cce38ddcb35,,K > 24 month,7500.0,15.0,7499.0,2500.0,22.0,10085.0,383.0,14.0,23.0,,,NO,61,"Data:490F=1GB,7d",12.0,0
003fb96e2b0bdd6225e87ba24f20905ba3f95062,,K > 24 month,500.0,1.0,500.0,167.0,1.0,0.0,114.0,,,,,NO,7,"On-net 500=4000,10d",1.0,0
003fc4df715e409ee00d46f3e6c90663ecfe4b9a,DAKAR,K > 24 month,8500.0,16.0,9000.0,3000.0,17.0,,17.0,159.0,18.0,3.0,1.0,NO,56,All-net 500F=2000F;5d,18.0,0
003fd21379f7c73bf9d5c498a6d09e78cb2dee98,,K > 24 month,,,,,,0.0,8.0,,,,,NO,12,,,0
003fd6dbf97c2e01346658f462c364402cf8d7d4,DAKAR,K > 24 month,18150.0,39.0,19152.0,6384.0,45.0,19197.0,18.0,842.0,102.0,,,NO,62,Jokko_Daily,26.0,0
003fe11338fadfebd84efc98088e2bb6c51d80c6,,K > 24 month,,,,,,,,,,,,NO,27,,,0
003febfbb3a32f026b9f6b1ce941f7d0ae3b416a,,K > 24 month,,,,,,,,,,,,NO,19,,,0
003ff104b3d4cc5a96876140bec9c74b0f3251a3,,K > 24 month,,,,,,,,,,,,NO,1,,,1
003ff2bd993848b040be7b6c5f3aa64495ee7769,DAKAR,K > 24 month,1000.0,2.0,1000.0,333.0,2.0,,9.0,53.0,0.0,,,NO,47,All-net 500F=2000F;5d,2.0,0
003ff93bd501e8734c9d80a996ec4a312b51f996,DIOURBEL,K > 24 month,3400.0,9.0,3048.0,1016.0,9.0,2149.0,35.0,16.0,4.0,,0.0,NO,43,Mixt 250F=Unlimited_call24H,5.0,0
00400553bfc3136f62036f3df9fb5fb31b7cdf24,KAFFRINE,K > 24 month,17900.0,55.0,17469.0,5823.0,59.0,7500.0,8793.0,283.0,33.0,,,NO,62,On net 200F=Unlimited _call24H,47.0,0
00400ae927c356a507159cf91e6f21b015736388,,K > 24 month,,,,,,,,,,,,NO,2,,,1
004013f2002f9caccbc6695ab6d71fdd058f52b1,DAKAR,K > 24 month,600.0,1.0,449.0,150.0,2.0,0.0,2.0,0.0,,,,NO,39,,,0
004028dcae804f863322167eb372dcb93c186e77,,K > 24 month,,,,,,,,,,,,NO,1,,,0
00402e2fd05efa2aca07eea0a8adb44ea8bbbfef,DAKAR,K > 24 month,5000.0,10.0,5000.0,1667.0,10.0,0.0,44.0,102.0,5.0,0.0,,NO,37,All-net 500F=2000F;5d,9.0,0
004030d18b51dc71118a6e850ec72cbc6d50d4cc,KAOLACK,K > 24 month,15850.0,58.0,15516.0,5172.0,62.0,1212.0,3539.0,151.0,1.0,,,NO,62,Mixt 250F=Unlimited_call24H,40.0,0
00403b5be939f1cf5a499d0e6d2f1ed61343dd08,,K > 24 month,,,,,,,,,,,,NO,15,,,0
0040518cda78bbdbbc5afe492e4df7789e6c3f5d,,K > 24 month,,,1.0,0.0,1.0,,,,,,,NO,1,,,1
004052d515ceb1db43f1569adf793a5b7a7d46e5,SAINT-LOUIS,K > 24 month,2700.0,9.0,2935.0,978.0,19.0,1942.0,13.0,1.0,,,,NO,38,"Data: 100 F=40MB,24H",1.0,0
004053ace93a1c282e0901425661f1a4fc4e0b2a,,K > 24 month,3500.0,7.0,3503.0,1168.0,18.0,0.0,48.0,9.0,,,,NO,47,"On-net 500=4000,10d",1.0,0
00405813851c1f446c75ee3e49167bc2994d0261,SAINT-LOUIS,K > 24 month,3150.0,9.0,2951.0,984.0,13.0,1565.0,2.0,11.0,,,,NO,50,"Data: 200 F=100MB,24H",4.0,0
00405f5195c1d6f34d956440b708294462be8103,TAMBACOUNDA,K > 24 month,600.0,1.0,545.0,182.0,1.0,0.0,47.0,2.0,,,,NO,25,On net 200F=Unlimited _call24H,1.0,0
0040659580d9f23db77559e1c18fc3b0fc9a19b3,KAFFRINE,K > 24 month,,,,,,,,,,,,NO,1,,,0
00407ffb312623834615699d0214b0088c015fc8,KAFFRINE,K > 24 month,5500.0,10.0,5252.0,1751.0,8.0,,184.0,198.0,,,,NO,48,MIXT:500F= 2500F on net _2500F off net;2d,9.0,0
004091e4740e1e078907d06d142ab3759f87c16e,,K > 24 month,,,,,,,,,,,,NO,5,,,1
004094996048807e4834631b6f74c4e89cd92037,,K > 24 month,,,,,,,,,,,,NO,1,,,1
0040a454e3db94b19a4227437c9dab5615d8b99a,DAKAR,K > 24 month,3000.0,1.0,3000.0,1000.0,1.0,1466.0,5.0,,,,,NO,12,"Data:3000F=10GB,30d",1.0,0
0040a6b97d2e61fef5eb404baf24867a4d3448a5,DAKAR,G 12-15 month,7600.0,35.0,7523.0,2508.0,35.0,,4691.0,105.0,22.0,,,NO,50,On net 200F=Unlimited _call24H,36.0,0
0040a8b3baaf7c55268e6731fcb2f2ac92720c06,TAMBACOUNDA,K > 24 month,1500.0,3.0,1348.0,449.0,13.0,,0.0,6.0,,,,NO,11,VAS(IVR_Radio_Daily),5.0,0
0040abc59aef59aebc404e70e0e78f71de5cc68e,,K > 24 month,,,,,,,,,,,,NO,2,,,1
0040b3b69925ff0596944ead8ba8f3ecdfdf3b28,LOUGA,K > 24 month,400.0,2.0,400.0,133.0,2.0,,99.0,16.0,,,,NO,62,On net 200F=Unlimited _call24H,2.0,0
0040c0ba28445d1819fcfc35db6d4ad397eabb0b,DAKAR,K > 24 month,12800.0,38.0,13051.0,4350.0,40.0,1042.0,2602.0,360.0,2.0,,,NO,58,Mixt 250F=Unlimited_call24H,18.0,0
0040d9e9256ae0bc4f70a2a6e89d8d901d1b287e,SAINT-LOUIS,K > 24 month,200.0,1.0,200.0,67.0,1.0,52.0,,,,,,NO,28,"Data: 200 F=100MB,24H",1.0,0
0040db1397b9a4868297d771427b5a0f1fbdcf0d,,K > 24 month,,,,,,,1.0,,,,,NO,3,,,0
0040ee8084233d623a376a7cae71c0c7dc24343c,SAINT-LOUIS,K > 24 month,11170.0,13.0,10546.0,3515.0,18.0,6329.0,62.0,93.0,0.0,2.0,,NO,59,"Data:490F=1GB,7d",5.0,0
0040ef49e95242604a6b4c28e97878eb937053e0,,K > 24 month,,,,,,,,,,,,NO,23,,,0
0040ff52660bc9382c5467328d01886bdec71849,,K > 24 month,3000.0,6.0,2990.0,997.0,6.0,850.0,15.0,95.0,1.0,,,NO,22,MIXT:500F= 2500F on net _2500F off net;2d,4.0,1
0041046892bc243cf3bdd9775f4cdbc6aa4f00e3,THIES,K > 24 month,,,,,,325.0,,,,,,NO,13,,,0
00410d5df5e6ffe2c9f80d644523b3d6ce7fff8b,THIES,K > 24 month,6500.0,12.0,6499.0,2166.0,12.0,58.0,323.0,12.0,171.0,,,NO,35,All-net 500F=2000F;5d,11.0,0
00410e3544e3dc74efd772510890b32581f9539c,,K > 24 month,800.0,4.0,800.0,267.0,4.0,2522.0,0.0,,,,,NO,11,"Data:200F=Unlimited,24H",4.0,0
00411b13c3b0371cb4a4641f4a76a9ead0bded25,,K > 24 month,,,,,,1024.0,5.0,,,,,NO,8,,,1
004122fcf76369d9e9981588012e88991455c5bb,,K > 24 month,,,,,,,,,,,,NO,1,,,1
0041260598ec0c83b1971e86225e03758278fe2d,,K > 24 month,,,,,,,,,,,,NO,1,,,1
0041263651d20a2e4202c488deb624360357a0bc,SAINT-LOUIS,K > 24 month,7600.0,29.0,7411.0,2470.0,31.0,0.0,727.0,143.0,,0.0,,NO,62,On net 200F=Unlimited _call24H,26.0,0
004127f824b4ee52e3b2b73e551b89ea4f078cac,DAKAR,K > 24 month,5000.0,10.0,5000.0,1667.0,10.0,,58.0,98.0,0.0,,,NO,35,All-net 500F =2000F_AllNet_Unlimited,10.0,0
00412c733acbb3d2ac7571bbbf22031784199a6c,KAOLACK,K > 24 month,,,,,,,,,,,,NO,2,,,0
00412d47f43d7b4c2ccd42881707301c6c75aa16,THIES,K > 24 month,2900.0,15.0,2555.0,852.0,18.0,998.0,0.0,0.0,0.0,1.0,,NO,60,"Data: 100 F=40MB,24H",11.0,0
004132333b0e1f02ae93a4754e96d088356b5e07,SAINT-LOUIS,K > 24 month,7000.0,14.0,6997.0,2332.0,14.0,808.0,312.0,55.0,16.0,,1.0,NO,47,All-net 500F=2000F;5d,10.0,0
0041349c6e1fa33ee7d176f0204a32764fc32976,,K > 24 month,,,,,,,,,,,,NO,2,,,0
00413524d4aa44894e2906007ee355d841e6bf0d,,K > 24 month,,,,,,,,,,,,NO,2,,,1
004139d93ac6ea6ed66fd078f976bbc4dc0b3726,,K > 24 month,,,,,,0.0,1.0,,,,,NO,13,,,1
00413ad7896e12a4f7686e718e68c82fa6331218,KAOLACK,K > 24 month,500.0,1.0,500.0,167.0,1.0,0.0,4.0,,,,,NO,7,All-net 500F=2000F;5d,1.0,0
00413cb98eb1af99d831cf661e8eb7d27bd2c2ee,DAKAR,K > 24 month,17000.0,23.0,17000.0,5667.0,24.0,0.0,124.0,33.0,12.0,98.0,,NO,62,All-net 500F=2000F;5d,12.0,0
004151b3825c150eff5fe1bb26f6346badbdb173,ZIGUINCHOR,K > 24 month,,,,,,17.0,,1.0,,,,NO,32,,,0
004158605b31b8a048bfca5b97ff9639196f7136,,K > 24 month,,,33.0,11.0,2.0,,,,,,,NO,16,,,0
004167f063cc79fee5175e958f54ca3faa0ca938,,K > 24 month,,,12.0,4.0,1.0,,,,,,,NO,2,,,1
00417598031cf1236b284868e78fa053f66b9756,DAKAR,K > 24 month,7900.0,16.0,8179.0,2726.0,16.0,0.0,,222.0,3.0,,,NO,43,All-net 500F=2000F;5d,16.0,0
0041798105fda722ccbeda09a9ef6f0152d307c8,,K > 24 month,,,,,,,,,,,,NO,1,,,0
00417aa081d6a37ca9d6a2243a632de436a962cd,LOUGA,K > 24 month,1100.0,4.0,720.0,240.0,4.0,,67.0,1.0,1.0,0.0,,NO,37,On net 200F=Unlimited _call24H,2.0,0
00417cd3e2cba2b258b2cc052c6f5e46dec26cff,,K > 24 month,,,190.0,63.0,4.0,,,,,,,NO,1,,,0
0041808008fca3f1ca0f62ffe88705c6cd708dc9,DAKAR,K > 24 month,,,,,,,,,,,,NO,6,,,0
0041808a743da3d6301692b7f0db952415410c93,,K > 24 month,1000.0,1.0,1000.0,333.0,1.0,167.0,,,,,,NO,1,,,0
004186ecf97fe300c0aa6b400af2f1c49f7174e2,,K > 24 month,,,,,,,,,,,,NO,15,,,0
00418aeb99aafe131a0daba6622cc4e571f37c85,,H 15-18 month,,,,,,,,,,,,NO,1,,,0
004195a0581af6f84ebe543f955712886c34a235,SAINT-LOUIS,K > 24 month,1000.0,2.0,1003.0,334.0,6.0,0.0,18.0,5.0,,,,NO,47,MIXT:500F= 2500F on net _2500F off net;2d,1.0,0
0041b594fd199fd3b51090e3b2686d394d89281a,DAKAR,K > 24 month,12500.0,5.0,12500.0,4167.0,8.0,6655.0,384.0,492.0,5.0,,,NO,62,MIXT: 200mnoff net _unl on net _5Go;30d,3.0,0
0041c0757eabd1901704fffd2f86fdf00f0f843f,KAFFRINE,K > 24 month,1500.0,3.0,1500.0,500.0,3.0,,9.0,40.0,,,,NO,32,All-net 500F =2000F_AllNet_Unlimited,3.0,0
0041c567295632be16e4389543eea136dc9a0123,THIES,K > 24 month,17000.0,32.0,17750.0,5917.0,62.0,3785.0,2134.0,106.0,50.0,,,NO,61,Mixt 250F=Unlimited_call24H,53.0,0
0041ced22a99bdca0b5a7692f50c699774b76470,DAKAR,K > 24 month,19000.0,24.0,20002.0,6667.0,26.0,13602.0,50.0,179.0,,,14.0,NO,62,All-net 500F=2000F;5d,11.0,0
0041ceea0e5609736b06e810a8f0c8fd8ff126f7,,K > 24 month,,,,,,,,,,,,NO,4,,,1
0041e9febab1eabadcffca247a5ae8759dcc1727,DAKAR,K > 24 month,,,,,,,,,,,,NO,2,,,0
0041ee6467426d91e071ab48e6663039f6431acf,,K > 24 month,,,,,,,,,,,,NO,1,,,1
0041f391982676aacb3b171c46908ee1f91f6cf6,,K > 24 month,,,9.0,3.0,1.0,,,,,,,NO,7,,,0
0041fe0a2cee2b520ac064ff36bdc35ab9cfa58d,DIOURBEL,K > 24 month,,,,,,,,,,,,NO,1,,,1
0041fe121c5283e176de5f880a5d6730e8f130b9,,K > 24 month,,,,,,,,,,,,NO,1,,,1
0042025367c62972d11690b9ff7790d4b9b3addf,SAINT-LOUIS,K > 24 month,3500.0,7.0,4000.0,1333.0,8.0,,99.0,128.0,1.0,,,NO,23,MIXT:500F= 2500F on net _2500F off net;2d,8.0,0
0042094e077ec75af7ded7e3ec662c421d93d242,,K > 24 month,,,,,,,,,,,,NO,2,,,1
00420b14810bcecfc4011c6e7881cebaff23e97e,,K > 24 month,,,,,,,,,,,,NO,2,,,1
0042167aaaa048afa610c0c8e7691dabc102ffda,THIES,K > 24 month,500.0,1.0,500.0,167.0,1.0,,2.0,68.0,1.0,,,NO,16,Jokko_Daily,1.0,0
00421fd82e9e0f0567c1de73b1f4ad9d17bfef6a,SAINT-LOUIS,K > 24 month,4600.0,6.0,4664.0,1555.0,12.0,3954.0,28.0,26.0,,,,NO,34,"Data:1000F=2GB,30d",3.0,0
004223b8766e8c1454992cdb090a7abb3c8119cf,DAKAR,K > 24 month,2800.0,6.0,2800.0,933.0,9.0,0.0,69.0,35.0,13.0,,,NO,48,All-net 500F=2000F;5d,4.0,0
00422bb9995cc5470722a283a27e0b2e479596f7,KAOLACK,K > 24 month,3500.0,4.0,4000.0,1333.0,5.0,0.0,106.0,20.0,1.0,,,NO,34,All-net 500F=2000F;5d,3.0,0
00422ccb3369954039e1283f1648cb989d900728,DAKAR,K > 24 month,19550.0,57.0,20314.0,6771.0,63.0,6013.0,4962.0,191.0,149.0,,,NO,62,Mixt 250F=Unlimited_call24H,44.0,0
00424523c19b40dcaebd572d23776fef53c85447,THIES,K > 24 month,750.0,3.0,750.0,250.0,3.0,9682.0,5.0,11.0,,,,NO,11,Mixt 250F=Unlimited_call24H,3.0,0
0042683e17b75baed299955d9c3d38718d91cd78,SAINT-LOUIS,K > 24 month,,,,,,,,,,,,NO,48,,,0
004270dd32e9caa8de78de9d91e0c1d2048e9d89,KOLDA,G 12-15 month,2700.0,6.0,2649.0,883.0,7.0,,21.0,8.0,,,,NO,11,All-net 500F=2000F;5d,3.0,0
0042713c9ef0635e64ce1ba385abc89cfd153afe,DAKAR,K > 24 month,500.0,1.0,20.0,7.0,1.0,,,,,,,NO,2,,,0
00427726ef514254cdad38a502b2092e94e596b0,,H 15-18 month,,,,,,,,,,,,NO,14,,,1
0042786d6d855b08528c86e6f6ee60f7c6f2a059,,K > 24 month,,,,,,,,,,,,NO,2,,,1
0042796762bef29dc4377303ce32f659fe2d3252,THIES,K > 24 month,,,,,,,,,,,,NO,54,,,0
004282f607814a78b5279deaeaad8c155288ca5e,,K > 24 month,,,,,,,,,,,,NO,1,,,1
0042870dbeb3d69c5e458529f8a15e9d94cd23fe,,G 12-15 month,5300.0,12.0,5297.0,1766.0,16.0,2607.0,28.0,8.0,2.0,,19.0,NO,41,"Data: 200 F=100MB,24H",5.0,1
004291ddd2950a5d005694bda11e90db976aa333,,K > 24 month,1200.0,6.0,2000.0,667.0,8.0,815.0,40.0,46.0,0.0,,,NO,19,On net 200F=Unlimited _call24H,6.0,1
